City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,port keats,-14.25,129.55,27.65,75,1,4.02,AU,['dt']
291,neiafu,-18.65,-173.9833,24.38,94,75,5.14,TO,['dt']
292,xichang,27.8964,102.2634,6.31,77,33,1.07,CN,['dt']
293,noumea,-22.2763,166.4572,22.99,82,100,3.63,NC,['dt']
294,grindavik,63.8424,-22.4338,-3.03,93,75,10.8,IS,['dt']
295,springfield,37.2153,-93.2982,7.41,86,100,1.54,US,['dt']
296,kozhva,65.1073,57.0459,-12.92,91,100,6.34,RU,['dt']
297,uusikaupunki,60.8004,21.4084,1.43,96,100,4.73,FI,['dt']
298,dombarovskiy,50.7587,59.5386,-20.59,100,26,2.92,RU,['dt']
299,ariano irpino,41.1489,15.0833,-1.69,68,20,4.12,IT,['dt']
300,douentza,14.9951,-2.9517,31.22,11,100,2.97,ML,['dt']
301,bandarbeyla,9.4942,50.8122,24.83,72,73,6.09,SO,['dt']
302,nanzhang,31.7765,111.8386,9.3,86,100,1.24,CN,['dt']
303,codrington,-38.2667,141.9667,12.19,88,100,3.75,AU,['dt']
304,vila velha,-20.3297,-40.2925,30.97,75,20,7.2,BR,['dt']
305,tahoua,14.8888,5.2692,30.99,11,0,3.09,NE,['dt']
306,ixtapa,20.7,-105.2,29.96,33,21,3.37,MX,['dt']
307,sanica,44.6142,16.6411,-4.03,80,74,0.58,BA,['dt']
308,cabo san lucas,22.8909,-109.9124,25.59,62,100,1.34,MX,['dt']
309,prince albert,53.2001,-105.7677,3.97,60,40,5.14,CA,['dt']
310,hasaki,35.7333,140.8333,8.22,85,99,10.43,JP,['dt']
311,portland,45.5234,-122.6762,9.05,90,100,5.81,US,['dt']
312,svetlogorsk,52.6333,29.7333,-10.15,97,19,1.9,BY,['dt']
313,kargasok,59.0556,80.8572,-18.8,99,89,2.8,RU,['dt']
314,adrar,20.5022,-10.0711,19.54,17,66,4.95,MR,['dt']
315,itoman,26.1247,127.6694,20.01,83,75,5.14,JP,['dt']
316,samana,19.2056,-69.3369,30.12,70,40,4.12,DO,['dt']
317,olafsvik,64.8945,-23.7142,-2.06,56,100,16.6,IS,['dt']
318,iwaki,37.05,140.8833,5.43,92,100,4.37,JP,['dt']
319,lucapa,-8.4192,20.7447,19.71,89,100,1.09,AO,['dt']
320,zhigansk,66.7697,123.3711,-47.06,100,90,1.35,RU,['dt']
321,gushikawa,26.3544,127.8686,19.57,88,75,0.0,JP,['dt']
322,kahului,20.8947,-156.47,24.36,82,20,6.26,US,['dt']
323,kirkwall,58.9848,-2.9587,6.03,75,20,7.2,GB,['dt']
324,montclair,40.8259,-74.209,5.96,55,0,4.63,US,['dt']
325,saint anthony,45.0205,-93.218,1.8,66,0,7.72,US,['dt']
326,mata,40.683,-7.4592,7.18,70,21,1.99,PT,['dt']
327,barentu,15.1139,37.5928,20.89,53,3,4.13,ER,['dt']
328,kirakira,-10.4544,161.9205,26.89,88,100,4.68,SB,['dt']
329,esil,51.9556,66.4042,-16.2,98,94,1.6,KZ,['dt']
330,senno,59.5336,33.9167,-7.93,96,100,3.67,RU,['dt']
331,manta,-0.95,-80.7333,29.88,66,40,4.12,EC,['dt']
332,khasan,42.4308,130.6434,-6.0,73,31,2.53,RU,['dt']
333,qiongshan,20.0058,110.3542,21.99,94,40,2.0,CN,['dt']
334,chiredzi,-21.05,31.6667,24.14,59,7,2.61,ZW,['dt']
335,ouango,4.3133,22.5552,26.24,22,9,1.21,CF,['dt']
336,mahon,39.8885,4.2658,11.31,82,75,10.8,ES,['dt']
337,nagapattinam,10.7667,79.8333,23.65,80,82,3.87,IN,['dt']
338,itarema,-2.9248,-39.9167,28.04,71,100,5.6,BR,['dt']
339,tselinnoye,53.0833,85.6667,-7.91,97,100,2.59,RU,['dt']
340,maningrida,-12.0667,134.2667,25.43,86,100,3.09,AU,['dt']
341,beyneu,45.3167,55.2,0.62,81,100,11.3,KZ,['dt']
342,puerto carreno,6.189,-67.4859,33.99,46,40,4.12,CO,['dt']
343,ossora,59.2353,163.0719,-28.4,88,98,2.41,RU,['dt']
344,merta,26.65,74.0333,15.71,35,1,1.06,IN,['dt']
345,shihezi,44.3,86.0333,-7.9,97,100,0.41,CN,['dt']
346,ojinaga,29.5667,-104.4167,18.65,31,0,2.57,MX,['dt']
347,kendari,-3.945,122.4989,24.35,89,100,0.85,ID,['dt']
348,mandalgovi,45.7625,106.2708,-15.13,95,13,2.06,MN,['dt']
349,klaksvik,62.2266,-6.589,7.51,81,100,21.45,FO,['dt']
350,partizanskoye,55.5006,94.39,-9.81,93,100,1.61,RU,['dt']
351,vrangel,42.7297,133.0839,-6.43,60,100,2.59,RU,['dt']
352,keetmanshoop,-26.5833,18.1333,27.92,40,21,5.66,NA,['dt']
353,half moon bay,37.4636,-122.4286,15.49,69,0,2.57,US,['dt']
354,lata,40.1629,-8.3327,11.56,69,5,0.96,PT,['dt']
355,floro,61.5996,5.0328,6.65,87,75,4.63,NO,['dt']
356,zeya,53.75,127.2667,-33.85,95,22,1.55,RU,['dt']
357,pirovskoye,57.6267,92.2658,-9.05,95,100,2.97,RU,['dt']
358,lakhdenpokhya,61.5198,30.1992,-1.55,91,100,4.72,RU,['dt']
359,alihe,50.5667,123.7167,-23.82,98,100,1.35,CN,['dt']
360,ostrovnoy,68.0531,39.5131,2.57,98,100,12.66,RU,['dt']
361,acari,-15.4311,-74.6158,30.36,54,23,5.76,PE,['dt']
362,buraydah,26.326,43.975,14.25,37,100,3.26,SA,['dt']
363,vardo,70.3705,31.1107,0.99,80,0,16.98,NO,['dt']
364,mindelo,16.8901,-24.9804,21.75,43,40,12.86,CV,['dt']
365,seydi,39.4816,62.9137,10.21,42,97,6.65,TM,['dt']
366,berasia,23.6333,77.4333,16.25,24,0,2.63,IN,['dt']
367,teknaf,20.8624,92.3058,17.46,84,0,2.96,BD,['dt']
368,skjervoy,70.0311,20.9714,2.0,75,100,19.07,NO,['dt']
369,saldanha,-33.0117,17.9442,20.03,90,66,9.71,ZA,['dt']
370,freeport,40.6576,-73.5832,5.08,64,0,4.92,US,['dt']
371,taltal,-25.4,-70.4833,23.33,72,28,3.62,CL,['dt']
372,akureyri,65.6835,-18.0878,-3.04,74,75,3.09,IS,['dt']
373,lagoa da prata,-20.0225,-45.5436,27.32,68,100,1.76,BR,['dt']
374,pindiga,9.9833,10.9333,27.29,16,6,4.19,NG,['dt']
375,svecha,58.2785,47.5164,-12.66,97,100,2.88,RU,['dt']
376,strib,55.5402,9.7675,2.9,88,71,4.94,DK,['dt']
377,sola,-13.8833,167.55,27.72,76,100,5.7,VU,['dt']
378,tecoanapa,16.5167,-98.75,28.45,57,2,4.76,MX,['dt']
379,geraldton,-28.7667,114.6,19.23,88,0,3.6,AU,['dt']
380,rocha,-34.4833,-54.3333,30.23,39,34,6.97,UY,['dt']
381,inuvik,68.3499,-133.7218,-32.52,68,75,1.03,CA,['dt']
382,mehamn,71.0357,27.8492,2.97,60,40,12.86,NO,['dt']
383,yenagoa,4.9247,6.2642,27.34,74,42,4.39,NG,['dt']
384,the valley,18.217,-63.0578,28.92,78,20,6.69,AI,['dt']
385,matamoros,25.5333,-103.25,25.06,22,89,3.81,MX,['dt']
386,hualmay,-11.0964,-77.6139,25.74,67,10,4.64,PE,['dt']
387,lodwar,3.1191,35.5973,30.23,31,6,1.6,KE,['dt']
388,luderitz,-26.6481,15.1594,21.05,73,0,10.79,NA,['dt']
389,nemuro,43.3236,145.575,-4.34,86,85,5.01,JP,['dt']
390,kangaatsiaq,68.3065,-53.4641,-28.06,88,100,4.1,GL,['dt']
391,chapais,49.7834,-74.8492,-6.12,76,100,7.45,CA,['dt']
392,ust-tsilma,65.441,52.1498,-7.13,94,100,5.2,RU,['dt']
393,brovary,50.5,30.7667,-5.07,85,7,3.5,UA,['dt']
394,torbat-e jam,35.244,60.6225,10.16,45,100,4.05,IR,['dt']
395,kiama,-34.6833,150.8667,22.22,93,96,3.13,AU,['dt']
396,kyshtovka,56.555,76.6271,-18.85,100,94,1.71,RU,['dt']
397,inhapim,-19.5492,-42.12,30.33,75,98,1.91,BR,['dt']
398,port augusta,-32.5,137.7667,22.72,29,0,2.29,AU,['dt']
399,krasnovishersk,60.4078,57.082,-16.24,98,100,1.65,RU,['dt']
400,sitka,57.0531,-135.33,0.94,80,40,0.0,US,['dt']
401,kununurra,-15.7667,128.7333,24.99,88,0,0.0,AU,['dt']
402,matara,5.9485,80.5353,23.93,90,86,1.67,LK,['dt']
403,harper,4.375,-7.7169,26.9,82,56,3.57,LR,['dt']
404,buenos aires,-34.6132,-58.3772,37.78,32,0,3.0,AR,['dt']
405,dingli,35.8614,14.3822,8.09,71,75,5.14,MT,['dt']
406,aranos,-24.1333,19.1167,23.34,62,100,4.53,NA,['dt']
407,tabuk,17.4189,121.4443,21.46,94,15,1.03,PH,['dt']
408,muli,2.9167,73.5667,27.27,74,46,5.16,MV,['dt']
409,kuantan,3.8077,103.326,23.5,92,100,3.01,MY,['dt']
410,moron,-34.6534,-58.6198,36.08,30,0,2.39,AR,['dt']
411,matagami,49.7502,-77.6328,-6.94,86,100,6.69,CA,['dt']
412,havelock,34.8791,-76.9013,16.99,58,0,3.09,US,['dt']
413,bongandanga,1.5,21.05,27.71,27,25,0.25,CD,['dt']
414,bileca,42.8719,18.4297,-0.06,78,8,3.16,BA,['dt']
415,umm lajj,25.0213,37.2685,17.54,58,100,6.89,SA,['dt']
416,waw,7.7029,27.9953,27.39,15,28,2.17,SS,['dt']
417,pindwara,24.8,73.0667,16.39,23,0,1.04,IN,['dt']
418,rawson,-43.3002,-65.1023,24.35,40,99,6.85,AR,['dt']
419,proletariy,58.4342,31.7046,-3.45,91,100,4.08,RU,['dt']
420,esfarayen,37.0765,57.5101,11.81,55,1,1.78,IR,['dt']
421,waingapu,-9.6567,120.2641,25.85,88,93,4.36,ID,['dt']
422,lensk,60.7253,114.9278,-28.37,99,100,1.04,RU,['dt']
423,pochutla,15.7432,-96.4661,32.12,39,0,4.28,MX,['dt']
424,safaga,26.7292,33.9365,15.24,41,100,6.54,EG,['dt']
425,ancud,-41.8697,-73.8203,17.95,72,19,4.19,CL,['dt']
426,ust-omchug,61.15,149.6333,-39.32,99,88,1.48,RU,['dt']
427,madang,-5.2246,145.7966,24.57,92,100,3.41,PG,['dt']
428,airai,-8.9266,125.4092,16.35,94,94,0.51,TL,['dt']
429,ahipara,-35.1667,173.1667,18.61,77,100,2.32,NZ,['dt']
430,christchurch,-43.5333,172.6333,16.9,77,100,2.06,NZ,['dt']
431,xixiang,35.1628,112.865,5.55,63,97,2.49,CN,['dt']
432,totness,5.8833,-56.3167,26.42,81,20,5.41,SR,['dt']
433,cauquenes,-35.9671,-72.3225,35.58,9,0,3.45,CL,['dt']
434,sucua,-2.4667,-78.1667,27.41,57,40,4.12,EC,['dt']
435,camacha,33.0833,-16.3333,13.68,67,75,4.63,PT,['dt']
436,chon daen,16.1895,100.8596,26.77,65,26,1.04,TH,['dt']
437,porto calvo,-9.045,-35.3983,27.89,63,85,5.1,BR,['dt']
438,belyy yar,53.6039,91.3903,-16.06,91,100,0.0,RU,['dt']
439,te anau,-45.4167,167.7167,9.06,84,28,2.4,NZ,['dt']
440,digapahandi,19.3667,84.5833,19.45,82,0,0.93,IN,['dt']
441,shinshiro,34.9,137.5,7.98,69,2,2.87,JP,['dt']
442,monrovia,6.3005,-10.7969,28.87,85,50,4.01,LR,['dt']
443,port hardy,50.6996,-127.4199,6.1,93,75,3.09,CA,['dt']
444,kuldur,49.2167,131.6333,-26.41,94,42,2.32,RU,['dt']
445,katrineholm,58.9959,16.2072,3.74,90,100,3.93,SE,['dt']
446,cockburn town,21.4612,-71.1419,25.25,74,0,9.02,TC,['dt']
447,ponta do sol,32.6667,-17.1,15.95,70,8,2.64,PT,['dt']
448,port hedland,-20.3167,118.5667,28.03,83,0,1.54,AU,['dt']
449,cap malheureux,-19.9842,57.6142,26.93,78,8,3.13,MU,['dt']
450,nakusp,50.2499,-117.8023,4.15,87,100,1.03,CA,['dt']
451,kasangulu,-4.5911,15.1708,25.05,76,99,2.89,CD,['dt']
452,mookane,-23.688,26.6595,26.38,43,8,2.63,BW,['dt']
453,eureka,40.8021,-124.1637,8.85,92,100,1.34,US,['dt']
454,khadki,18.5667,73.8667,21.56,30,21,1.36,IN,['dt']
455,winnemucca,40.973,-117.7357,4.64,48,57,1.6,US,['dt']
456,lompoc,34.6391,-120.4579,17.69,56,0,2.06,US,['dt']
457,valreas,44.3837,4.9908,4.79,92,1,1.93,FR,['dt']
458,shelburne,44.0787,-80.2041,5.25,86,80,10.17,CA,['dt']
459,voh,-20.9667,164.7,25.1,91,100,1.39,NC,['dt']
460,todos santos,23.45,-110.2167,24.61,63,96,2.98,MX,['dt']
461,nome,64.5011,-165.4064,-22.72,92,0,0.0,US,['dt']
462,bilma,18.6853,12.9164,22.36,17,45,2.88,NE,['dt']
463,dingle,10.9995,122.6711,23.0,94,100,3.29,PH,['dt']
464,ermoupolis,37.4423,24.9425,5.5,65,94,10.8,GR,['dt']
465,lumeje,-11.55,20.7833,17.88,94,100,3.21,AO,['dt']
466,jaguarao,-32.5661,-53.3758,32.49,25,1,6.7,BR,['dt']
467,lavrentiya,65.5833,-171.0,-26.07,90,100,1.71,RU,['dt']
468,santo antonio do leverger,-15.8656,-56.0767,32.21,69,100,1.6,BR,['dt']
469,harpalpur,25.2884,79.3347,15.76,43,0,3.33,IN,['dt']
470,kodinsk,58.6881,99.1844,-15.21,98,100,1.38,RU,['dt']
471,khani,41.9563,42.9566,-2.24,98,100,1.66,GE,['dt']
472,kampot,10.6167,104.1833,24.03,79,74,2.19,KH,['dt']
473,morant bay,17.8815,-76.4093,32.06,72,11,5.66,JM,['dt']
474,zonguldak,41.25,31.8333,-3.59,95,100,1.25,TR,['dt']
475,zhangye,38.9342,100.4517,-3.41,51,100,1.54,CN,['dt']
476,vuktyl,63.8567,57.3094,-14.41,93,100,5.19,RU,['dt']
477,challans,46.8436,-1.8749,5.11,79,26,5.8,FR,['dt']
478,buta,2.7858,24.73,25.71,34,13,0.84,CD,['dt']
479,harlingen,26.1906,-97.6961,27.05,79,75,13.38,US,['dt']
480,sept-iles,50.2001,-66.3821,-7.0,80,100,6.69,CA,['dt']
481,kulim,5.365,100.5618,22.32,93,94,2.13,MY,['dt']
482,ararat,39.8317,44.7049,1.19,86,100,0.6,AM,['dt']
483,caarapo,-22.6342,-54.8222,30.27,47,65,0.47,BR,['dt']
484,requena,39.4883,-1.1004,3.62,85,100,1.9,ES,['dt']
485,elizabeth city,36.2946,-76.2511,14.01,59,0,3.09,US,['dt']
486,urucui,-7.2294,-44.5561,27.43,76,100,1.9,BR,['dt']
487,ongandjera,-17.8833,15.0667,27.23,21,59,1.87,NA,['dt']
488,ambilobe,-13.2,49.05,23.05,96,100,0.97,MG,['dt']
489,ngerengere,-6.75,38.1167,23.17,95,100,0.4,TZ,['dt']
490,heze,35.2431,115.4411,5.12,55,100,2.62,CN,['dt']
491,camacari,-12.6975,-38.3242,29.87,49,65,5.28,BR,['dt']
492,mongo,12.1844,18.693,27.19,14,28,3.93,TD,['dt']
493,sinnamary,5.3833,-52.95,26.66,80,51,5.38,GF,['dt']
494,dire,12.2833,-10.9667,32.31,13,40,2.05,ML,['dt']
495,sao joao da barra,-21.6403,-41.0511,30.05,80,100,3.84,BR,['dt']
496,edea,3.8,10.1333,26.19,79,60,1.9,CM,['dt']
497,middle island,40.8843,-72.9373,4.25,60,0,4.12,US,['dt']
498,maldonado,-34.6667,-54.9167,32.66,43,57,6.37,UY,['dt']
499,makakilo city,21.3469,-158.0858,24.18,79,0,7.2,US,['dt']
500,baykit,61.67,96.37,-16.28,98,100,0.87,RU,['dt']
501,burnie,-41.0667,145.9167,13.86,88,100,4.77,AU,['dt']
502,aksarka,66.5606,67.7975,-19.95,94,100,5.6,RU,['dt']
503,tadine,-21.55,167.8833,25.28,79,33,3.44,NC,['dt']
504,palmerston,-12.486,130.9833,27.99,83,83,2.57,AU,['dt']
505,ukiah,39.1502,-123.2078,12.28,98,100,1.37,US,['dt']
506,inirida,3.8653,-67.9239,31.3,60,23,0.25,CO,['dt']
507,bodden town,19.2833,-81.25,29.0,72,40,8.75,KY,['dt']
508,san ramon de la nueva oran,-23.1322,-64.326,36.9,21,72,3.03,AR,['dt']
509,yangcun,39.3639,117.0603,-5.01,56,0,2.4,CN,['dt']
510,lipin bor,60.2622,37.9763,-7.32,94,99,4.33,RU,['dt']
511,agua verde,22.9,-106.05,22.05,56,82,4.45,MX,['dt']
512,zhigalovo,54.8097,105.1578,-22.82,100,100,0.69,RU,['dt']
513,artvin,41.1667,41.8333,-1.43,94,100,1.88,TR,['dt']
514,nuuk,64.1835,-51.7216,-11.66,56,75,3.09,GL,['dt']
515,eidfjord,60.4675,7.0719,3.45,98,100,1.32,NO,['dt']
516,bermeo,43.4209,-2.7215,6.5,84,94,4.29,ES,['dt']
517,roald,62.5833,6.1333,6.85,70,20,5.66,NO,['dt']
518,anadyr,64.75,177.4833,-29.72,76,40,4.0,RU,['dt']
519,sembe,1.6481,14.5806,26.62,53,97,1.35,CG,['dt']
520,espinho,41.0076,-8.6413,12.97,48,0,1.54,PT,['dt']
521,saint-pierre,-21.3393,55.4781,26.82,74,0,2.57,RE,['dt']
522,san andres,12.5847,-81.7006,29.01,70,75,7.72,CO,['dt']
523,leningradskiy,69.3833,178.4167,-31.54,97,100,2.64,RU,['dt']
524,tarko-sale,64.9225,77.785,-28.25,100,73,3.12,RU,['dt']
525,booue,-0.0921,11.9385,24.84,83,69,0.8,GA,['dt']
526,caravelas,-17.7125,-39.2481,29.08,61,0,4.78,BR,['dt']
527,lugovoy,42.9472,72.7644,-0.96,77,100,2.54,KZ,['dt']
528,rosita,13.9268,-84.4032,27.12,71,34,2.65,NI,['dt']
529,grand forks,47.9417,-97.4337,-1.79,84,99,3.05,US,['dt']
530,chapada dos guimaraes,-15.4606,-55.7497,27.81,51,87,2.5,BR,['dt']
531,padang,-0.9492,100.3543,24.08,75,97,2.21,ID,['dt']
532,havre-saint-pierre,50.2334,-63.5986,-11.0,52,0,2.57,CA,['dt']
533,bemidji,47.4736,-94.8803,1.14,62,0,4.12,US,['dt']
534,itacare,-14.2775,-38.9967,28.01,64,0,4.65,BR,['dt']
535,cabedelo,-6.9811,-34.8339,30.37,58,78,7.0,BR,['dt']
536,masterton,-40.9597,175.6575,17.71,85,7,0.96,NZ,['dt']
537,waipawa,-41.4122,175.5153,14.95,82,0,1.75,NZ,['dt']
538,leo,11.1,-2.1,31.45,14,100,4.13,BF,['dt']
539,mnogovershinnyy,53.9353,139.9242,-27.79,99,100,0.93,RU,['dt']
540,oranjemund,-28.55,16.4333,18.01,93,95,7.74,NA,['dt']
541,thinadhoo,0.5333,72.9333,27.54,73,91,4.34,MV,['dt']
542,oxnard,34.1975,-119.177,21.06,27,0,9.26,US,['dt']
543,santiago,-33.4569,-70.6483,34.19,32,0,6.17,CL,['dt']
544,rylsk,51.5655,34.6822,-9.76,93,6,3.75,RU,['dt']
545,aktash,50.3,87.7333,-24.02,91,61,2.32,RU,['dt']
546,xai-xai,-25.0519,33.6442,23.87,92,56,4.4,MZ,['dt']
547,lere,10.387,8.5726,24.62,16,44,3.3,NG,['dt']
548,banjar,-8.19,114.9675,24.67,92,100,0.32,ID,['dt']
549,morondava,-20.2833,44.2833,26.51,79,100,1.87,MG,['dt']
550,garowe,8.4054,48.4845,21.66,68,10,6.48,SO,['dt']
551,biltine,14.5333,20.9167,25.21,15,81,7.74,TD,['dt']
552,yumen,40.2833,97.2,-2.04,52,100,4.46,CN,['dt']
553,manaure,11.7751,-72.4445,30.4,51,59,9.3,CO,['dt']
554,clyde river,70.4692,-68.5914,-34.87,68,75,1.03,CA,['dt']
555,pisco,-13.7,-76.2167,25.03,78,0,4.63,PE,['dt']
556,goderich,43.7501,-81.7165,7.17,70,100,8.23,CA,['dt']
557,la ligua,-32.4524,-71.2311,27.37,46,0,4.28,CL,['dt']
558,bubaque,11.2833,-15.8333,24.09,69,94,7.37,GW,['dt']
559,tilichiki,60.4667,166.1,-33.06,92,28,4.44,RU,['dt']
560,sur,22.5667,59.5289,22.78,65,7,3.93,OM,['dt']
561,ocos,14.5094,-92.1933,28.77,60,35,4.95,GT,['dt']
562,namatanai,-3.6667,152.4333,26.31,80,100,2.29,PG,['dt']
563,puerto colombia,10.9878,-74.9547,30.05,71,64,10.74,CO,['dt']
564,raga,8.4596,25.678,24.89,13,68,2.11,SS,['dt']
565,mozarlandia,-14.7447,-50.5706,30.68,59,64,1.28,BR,['dt']
566,nanortalik,60.1432,-45.2371,-12.69,64,41,11.95,GL,['dt']
567,maicao,11.3832,-72.2432,30.2,50,35,9.08,CO,['dt']
568,constitucion,-35.3333,-72.4167,21.88,53,12,2.99,CL,['dt']
569,samarai,-10.6167,150.6667,26.32,83,100,5.03,PG,['dt']
570,san quintin,30.4833,-115.95,17.67,30,0,2.15,MX,['dt']
571,cowansville,45.2001,-72.7491,3.64,31,100,4.12,CA,['dt']
572,callaway,30.153,-85.5699,22.22,57,100,2.68,US,['dt']
573,maniitsoq,65.4167,-52.9,-17.92,91,99,2.69,GL,['dt']
574,seddon,-37.8068,144.8916,16.65,72,75,2.57,AU,['dt']
575,buchanan,5.8808,-10.0467,26.22,86,91,2.69,LR,['dt']
576,sorland,67.667,12.6934,5.92,80,100,14.14,NO,['dt']
577,wellington,-41.2866,174.7756,18.1,91,75,3.6,NZ,['dt']
578,ussel,45.55,2.3167,0.54,83,0,2.34,FR,['dt']
579,baruun-urt,46.6806,113.2792,-20.21,88,4,2.85,MN,['dt']
580,tinskoy,56.1525,96.9161,-10.21,97,100,1.28,RU,['dt']
581,naraina,26.7833,75.2,15.85,36,0,2.4,IN,['dt']
